Frequency_Hz	Magnitude_Ohms	Phase_Degrees
741.3436	5.710496	-1.34231
742.1393	5.68496	-0.8570792
742.9349	5.68628	-0.5079644
743.7306	5.721777	-0.1069857
744.5262	5.782665	0.4454586
745.3219	5.797517	0.9756518
746.1175	5.84953	1.369787
746.9132	5.925034	1.848724
747.7088	5.96519	2.382029
748.5045	6.083728	2.834832
749.3001	6.25009	3.335393
750.0957	6.340384	3.857001
750.8914	6.472828	4.323616
751.687	6.666728	4.878667
752.4827	6.828976	5.391279
753.2783	7.068102	5.830594
754.074	7.289538	6.384515
754.8696	7.458574	6.955801
755.6653	7.758849	7.496299
756.4609	8.062082	8.057732
757.2566	8.28301	8.603897
758.0522	8.642742	9.21225
758.8479	9.088119	9.917318
759.6435	9.518556	10.45881
760.4392	9.995099	10.97702
761.2348	10.4139	11.63257
762.0304	10.97171	12.2886
762.8261	11.64443	12.99121
763.6217	12.18637	13.65602
764.4174	12.90664	14.32576
765.213	13.77759	15.15976
766.0087	14.6719	15.73546
766.8043	15.79998	16.22802
767.6	16.80008	17.15153
768.3956	17.87232	17.89879
769.1913	19.58347	18.43951
769.9869	21.24377	19.06337
770.7826	22.82861	19.44318
771.5782	24.90586	19.82316
772.3739	27.16501	20.16345
773.1695	29.34248	20.02812
773.9651	31.65468	19.66647
774.7608	34.39495	19.35377
775.5564	36.99829	18.66191
776.3521	39.62927	17.26085
777.1477	42.67689	15.14205
777.9434	45.54568	12.33767
778.739	47.59905	9.28622
779.5347	49.30064	6.214567
780.3303	50.69178	2.58503
781.126	51.21336	-2.221639
781.9216	51.0617	-6.614642
782.7173	49.98754	-10.84777
783.5129	47.5937	-15.4065
784.3085	44.27298	-17.99758
785.1042	41.39659	-18.54796
785.8998	40.40924	-20.31118
786.6955	38.67396	-23.05622
787.4911	35.06963	-23.93054
788.2868	32.52087	-23.79475
789.0824	31.11657	-24.72858
789.8781	29.06524	-25.53848
790.6737	26.42955	-25.73053
791.4694	23.94313	-25.5484
792.265	22.09065	-25.11558
793.0607	20.51606	-24.89328
793.8563	18.91135	-24.43845
794.652	17.60978	-23.55705
795.4476	16.25004	-22.61924
796.2432	14.97549	-21.96271
797.0389	14.12567	-21.30616
797.8345	13.22536	-20.54915
798.6302	12.3646	-19.81115
799.4258	11.58534	-18.96446
800.2215	10.9646	-18.20924
801.0171	10.51759	-17.69972
801.8128	9.878191	-17.13804
802.6084	9.378819	-16.48494
803.4041	9.051246	-15.73075
804.1997	8.656556	-15.10345
804.9954	8.294245	-14.41581
805.791	8.003496	-13.73829
806.5867	7.860497	-13.08959
807.3823	7.619422	-12.51477
808.1779	7.327417	-12.0561
808.9736	7.080255	-11.38799
809.7692	6.911303	-10.86628
810.5649	6.905281	-10.39106
811.3605	6.666667	-9.887541
812.1562	6.487905	-9.45545
812.9518	6.417658	-8.810321
813.7475	6.301747	-8.217776
814.5431	6.278952	-7.770958
815.3388	6.267642	-7.286558
816.1344	6.208868	-6.763859
816.9301	6.105549	-6.264719
817.7257	6.123001	-5.793036
818.5213	6.215734	-5.288569
819.317	6.194644	-4.788798
820.1126	6.20457	-4.36212
820.9083	6.260438	-3.905926
821.7039	6.34087	-3.387173
822.4996	6.410718	-2.861533
823.2952	6.465195	-2.384889
824.0909	6.590484	-1.878321
824.8865	6.710807	-1.338899
825.6822	6.891765	-0.8441422
826.4778	7.127178	-0.3059903
827.2735	7.301488	0.208898
828.0691	7.564544	0.737996
828.8648	7.850937	1.331433
829.6604	8.239705	1.928206
830.456	8.970004	2.633444
831.2517	10.26685	2.722962
832.0473	10.92583	1.480446
832.843	9.605187	0.7064224
833.6386	8.397585	1.874613
834.4343	8.569198	3.438705
835.2299	9.082593	4.420145
836.0256	9.603088	5.105133
836.8212	10.17804	5.871485
837.6169	10.67746	6.579025
838.4125	11.3501	7.209604
839.2082	12.13178	7.898615
840.0038	12.8951	8.444728
840.7995	13.6022	9.061794
841.5951	14.43274	9.586475
842.3907	15.59377	10.15096
843.1864	16.59468	10.90125
843.982	17.87633	11.40534
844.7777	19.35647	11.93249
845.5733	20.70971	12.14554
846.369	22.46473	12.33627
847.1646	24.00199	12.75389
847.9603	25.56398	12.52965
848.7559	27.66974	12.28778
849.5516	29.70084	11.9795
850.3472	32.13634	11.3836
851.1429	34.43669	10.54784
851.9385	36.83015	8.546168
852.7341	38.94622	6.377235
853.5298	40.3416	4.075598
854.3254	41.57772	1.583963
855.1211	42.58607	-0.775667
855.9167	43.5425	-3.551813
856.7124	44.29377	-6.613435
857.508	44.10044	-10.51174
858.3037	43.10183	-14.31465
859.0993	41.35967	-17.01678
859.895	39.29989	-18.99571
860.6906	37.2488	-20.57921
861.4863	36.01548	-21.85479
862.2819	34.51596	-23.18752
863.0776	32.53368	-25.27676
863.8732	29.95797	-26.61622
864.6688	26.76934	-27.00263
865.4645	24.57468	-26.70058
866.2601	22.90895	-25.96133
867.0558	21.67853	-25.65376
867.8514	20.63481	-25.57579
868.6471	19.38497	-25.61934
869.4427	17.81876	-25.61379
870.2384	16.03621	-25.24921
871.034	14.68116	-24.19295
871.8297	13.62514	-23.20607
872.6253	13.10551	-22.42676
873.421	12.59129	-21.6968
874.2166	12.0358	-21.47454
875.0123	11.42153	-21.06768
875.8079	10.46439	-20.5532
876.6035	9.788666	-19.97362
877.3992	9.284427	-19.21124
878.1948	8.986474	-18.47149
878.9905	8.770744	-17.80864
879.7861	8.485845	-17.33806
880.5818	8.177101	-16.86901
881.3774	7.842317	-16.37792
882.1731	7.527717	-15.90162
882.9687	7.26548	-15.44593
883.7644	7.000547	-14.91122
884.56	6.798204	-14.28221
885.3557	6.728956	-13.65632
886.1513	6.629229	-13.21693
886.9469	6.497719	-12.8401
887.7426	6.390534	-12.48135
888.5382	6.24701	-12.11342
889.3339	6.054241	-11.7485
890.1295	6.075398	-11.31733
890.9252	6.041908	-10.69882
891.7208	5.905275	-10.18577
892.5165	5.916035	-9.729125
893.3121	5.950668	-9.349511
894.1078	5.951869	-9.048002
894.9034	5.940113	-8.699778
895.6991	5.961417	-8.297585
896.4947	5.873255	-7.884478
897.2904	5.901679	-7.44336
898.086	5.970554	-6.863712
898.8816	6.026148	-6.418556
899.6773	6.215084	-6.024766
900.4729	6.358362	-5.718647
901.2686	6.456167	-5.47614
902.0642	6.516105	-5.036904
902.8599	6.54517	-4.537547
903.6555	6.615228	-4.080908
904.4512	6.816401	-3.5612
905.2468	7.025415	-3.048021
906.0425	7.304893	-2.714611
906.8381	7.655465	-2.283377
907.6338	7.88976	-1.876372
908.4294	8.152535	-1.483268
909.2251	8.350813	-0.9795593
910.0207	8.654937	-0.4895451
910.8163	8.985544	0.04010765
911.612	9.356348	0.4705262
912.4076	9.891685	0.9368515
913.2033	10.4513	1.408771
913.9989	10.97832	1.862548
914.7946	11.52374	2.250705
915.5902	12.20287	2.576638
916.3859	12.78246	3.005332
917.1815	13.38304	3.405456
917.9772	14.25557	3.838766
918.7728	15.25351	4.261788
919.5685	16.33425	4.625369
920.3641	17.45425	4.809348
921.1597	18.56385	4.883936
921.9554	19.54358	4.862266
922.751	20.80424	4.88737
923.5467	22.12334	4.796485
924.3423	23.58664	4.353796
925.138	25.19089	3.896879
925.9336	26.76499	3.615988
926.7293	28.08967	2.872338
927.5249	29.68951	1.454498
928.3206	31.24069	-0.3712148
929.1162	32.35977	-2.417721
929.9119	33.10191	-4.231218
930.7075	33.85068	-5.933629
931.5032	34.35461	-7.904758
932.2988	34.36302	-9.915615
933.0944	34.8309	-12.31652
933.8901	34.37233	-14.9396
934.6857	32.93904	-17.43244
935.4814	32.21628	-19.2472
936.277	30.53182	-20.5956
937.0727	28.53579	-21.72589
937.8683	27.32208	-22.38512
938.664	25.86953	-22.83981
939.4596	24.46233	-23.64878
940.2553	23.2116	-24.34141
941.0509	21.62144	-24.67718
941.8466	20.05047	-24.94931
942.6422	18.55948	-24.96426
943.4379	17.13116	-24.60602
944.2335	15.82598	-24.22125
945.0291	14.90755	-23.82456
945.8248	14.25243	-23.49964
946.6204	13.57132	-23.12914
947.4161	12.79852	-22.71368
948.2117	11.93481	-22.39903
949.0074	11.21607	-22.06263
949.803	10.63031	-21.60799
950.5987	10.08503	-20.99487
951.3943	9.544989	-20.46855
952.19	8.992124	-20.03564
952.9856	8.718216	-19.58699
953.7813	8.429525	-19.04342
954.5769	8.127304	-18.81294
955.3725	7.952627	-18.52495
956.1682	7.663268	-18.05057
956.9638	7.291511	-17.65577
957.7595	6.942921	-17.3253
958.5551	6.709664	-16.87486
959.3508	6.429916	-16.45658
960.1464	6.295079	-16.1448
960.9421	6.191746	-15.66069
961.7377	5.950261	-15.21327
962.5334	5.835448	-15.00161
963.329	5.891494	-14.66923
964.1247	5.750034	-14.29243
964.9203	5.498752	-13.9979
965.716	5.312205	-13.68847
966.5116	5.336846	-13.2864
967.3072	5.321988	-12.90594
968.1029	5.308459	-12.60362
968.8985	5.324714	-12.28261
969.6942	5.385034	-11.98782
970.4898	5.35125	-11.67033
971.2855	5.22714	-11.37595
972.0811	5.168968	-11.11626
972.8768	5.122055	-10.76263
973.6724	5.08731	-10.42595
974.4681	5.1848	-10.03775
975.2637	5.264789	-9.594179
976.0594	5.376316	-9.260542
976.855	5.506443	-9.018714
977.6507	5.581864	-8.733881
978.4463	5.607067	-8.325159
979.2419	5.631188	-8.065143
980.0376	5.798884	-7.790467
980.8332	5.998698	-7.385814
981.6289	6.148606	-7.086019
982.4245	6.313477	-6.902357
983.2202	6.422129	-6.574711
984.0158	6.54774	-6.173869
984.8115	6.712703	-5.818042
985.6071	6.953242	-5.539203
986.4028	7.253411	-5.231728
987.1984	7.551632	-4.939705
987.9941	7.85405	-4.647762
988.7897	8.114874	-4.345611
989.5853	8.459588	-4.029975
990.381	8.860488	-3.754695
991.1766	9.303046	-3.466421
991.9723	9.702241	-3.164062
992.7679	10.10985	-2.902758
993.5636	10.53973	-2.643116
994.3592	11.11766	-2.361036
995.1549	11.70924	-2.040266
995.9505	12.35507	-1.899378
996.7462	13.07217	-1.817109
997.5418	13.82196	-1.705232
998.3375	14.64389	-1.775879
999.1331	15.60249	-1.838137
999.9288	16.39378	-1.9506
1000.724	17.26822	-2.188272
1001.52	18.18804	-2.580692
1002.316	19.2302	-2.988368
1003.111	20.29011	-3.612029
1003.907	21.18228	-4.481467
1004.703	22.07245	-5.40859
1005.498	22.53312	-6.239159
1006.294	22.90439	-7.788981
1007.09	23.56592	-9.33862
1007.885	23.85988	-10.65214
1008.681	23.89134	-11.80401
1009.477	23.75464	-12.94282
1010.272	23.37629	-14.22267
1011.068	22.48981	-15.4156
1011.863	21.9482	-16.77897
1012.659	21.24137	-18.00836
1013.455	20.45163	-19.09643
1014.25	19.54586	-19.69743
1015.046	18.46267	-20.15437
1015.842	17.13302	-20.50337
1016.637	15.99658	-20.83655
1017.433	15.09352	-20.88509
1018.229	14.33164	-21.16074
1019.024	13.69577	-21.153
1019.82	13.09484	-21.08956
1020.616	12.35028	-21.01428
1021.411	11.55397	-20.89273
1022.207	10.81627	-20.63374
1023.003	10.21639	-20.53492
1023.798	9.599699	-20.34378
1024.594	8.968238	-20.00679
1025.389	8.3978	-19.59954
1026.185	7.937516	-19.32367
1026.981	7.633615	-19.02723
1027.776	7.273949	-18.67826
1028.572	6.916709	-18.3909
1029.368	6.686741	-18.08335
1030.163	6.453971	-17.81921
1030.959	6.215941	-17.47287
1031.755	5.879374	-17.22214
1032.55	5.607966	-17.03985
1033.346	5.45015	-16.8094
1034.142	5.395375	-16.43054
1034.937	5.163789	-16.06316
1035.733	4.943728	-15.72005
1036.528	4.736878	-15.41599
1037.324	4.591941	-15.14903
1038.12	4.526826	-14.94084
1038.915	4.492479	-14.69943
1039.711	4.417644	-14.45167
1040.507	4.237861	-14.14377
1041.302	4.161352	-13.93326
1042.098	4.134415	-13.74556
1042.894	4.042608	-13.5119
1043.689	3.985807	-13.2244
1044.485	3.931941	-12.93831
1045.281	3.895376	-12.77081
1046.076	3.896013	-12.52565
1046.872	3.867854	-12.20468
1047.668	3.883634	-12.0167
1048.463	3.883306	-11.79502
1049.259	3.842181	-11.54594
1050.054	3.842722	-11.37758
1050.85	3.880058	-11.1774
1051.646	3.827074	-10.9283
1052.441	3.819191	-10.67863
1053.237	3.871555	-10.40685
1054.033	3.881461	-10.17983
1054.828	3.927431	-10.06322
1055.624	4.101319	-9.864616
1056.42	4.155405	-9.612977
1057.215	4.112861	-9.466606
1058.011	4.148223	-9.244655
1058.807	4.171276	-9.012455
1059.602	4.299696	-8.859552
1060.398	4.439541	-8.585927
1061.194	4.43003	-8.331312
1061.989	4.483423	-8.210222
1062.785	4.632691	-7.964681
1063.58	4.715934	-7.720758
1064.376	4.861262	-7.575422
1065.172	5.036283	-7.301784
1065.967	5.169705	-7.001363
1066.763	5.39326	-6.770951
1067.559	5.645728	-6.499721
1068.354	5.825261	-6.238979
1069.15	6.0842	-6.051336
1069.946	6.342238	-5.770119
1070.741	6.567581	-5.680665
1071.537	6.917363	-5.644467
1072.333	7.288779	-5.457437
1073.128	7.65181	-5.258435
1073.924	8.110011	-5.091236
1074.72	8.37813	-4.890091
1075.515	8.590515	-4.893568
1076.311	9.139367	-4.823456
1077.106	9.739895	-4.728621
1077.902	10.05829	-4.676874
1078.698	10.53313	-4.77099
1079.493	11.29854	-4.836935
1080.289	11.91541	-5.047001
1081.085	12.55826	-5.20603
1081.88	13.03339	-5.383112
1082.676	13.50533	-5.843413
1083.472	14.22566	-6.45029
1084.267	14.6993	-6.998338
1085.063	14.99663	-7.768424
1085.859	15.44992	-8.431496
1086.654	15.5925	-9.047158
1087.45	15.65898	-10.07973
1088.246	15.7436	-10.9868
1089.041	15.6916	-11.49913
1089.837	15.4839	-12.21501
1090.632	15.30195	-13.0318
1091.428	15.01888	-13.58961
1092.224	14.5955	-14.29935
1093.019	14.23721	-14.92356
1093.815	13.81086	-15.21124
1094.611	13.27604	-15.63033
1095.406	12.69696	-16.1704
1096.202	12.14161	-16.4174
1096.998	11.49472	-16.45999
1097.793	10.96658	-16.6623
1098.589	10.61421	-16.7174
1099.385	9.986977	-16.68234
1100.18	9.512757	-16.82808
1100.976	9.130578	-16.76513
1101.772	8.634309	-16.77227
1102.567	8.226125	-16.75664
1103.363	7.866671	-16.55697
1104.158	7.336298	-16.42969
1104.954	6.981002	-16.4154
1105.75	6.742067	-16.20999
1106.545	6.45631	-15.94657
1107.341	6.223806	-15.81516
1108.137	6.006238	-15.67701
1108.932	5.70955	-15.48883
1109.728	5.437769	-15.31931
1110.524	5.261284	-15.05011
1111.319	5.066919	-14.85855
1112.115	4.902644	-14.74957
1112.911	4.66472	-14.57855
1113.706	4.424142	-14.39062
1114.502	4.317883	-14.20563
1115.297	4.188148	-14.03049
1116.093	4.067431	-13.85825
1116.889	4.009847	-13.69382
1117.684	3.948371	-13.45261
1118.48	3.907969	-13.23985
1119.276	3.809774	-13.05557
1120.071	3.715802	-12.8369
1120.867	3.614195	-12.63492
1121.663	3.491077	-12.45451
1122.458	3.394599	-12.3712
1123.254	3.388602	-12.19628
1124.05	3.37524	-11.93378
1124.845	3.353092	-11.74951
1125.641	3.29778	-11.57527
1126.437	3.290237	-11.3873
1127.232	3.280398	-11.20706
1128.028	3.260963	-11.00006
1128.823	3.257373	-10.88311
1129.619	3.280782	-10.79771
1130.415	3.302249	-10.65353
1131.21	3.29919	-10.42557
1132.006	3.289963	-10.28375
1132.802	3.324748	-10.1419
1133.597	3.289273	-9.93988
1134.393	3.318911	-9.787031
1135.189	3.394332	-9.648914
1135.984	3.435125	-9.492513
1136.78	3.475412	-9.343301
1137.576	3.48784	-9.196513
1138.371	3.560878	-9.017364
1139.167	3.642135	-8.847366
1139.963	3.673818	-8.71572
1140.758	3.743706	-8.5754
1141.554	3.840301	-8.450617
1142.349	3.952584	-8.276443
1143.145	4.020287	-8.073306
1143.941	4.097452	-7.96238
1144.736	4.284239	-7.820528
1145.532	4.374694	-7.623462
1146.328	4.526842	-7.535349
1147.123	4.710661	-7.397838
1147.919	4.833252	-7.239813
1148.715	5.107424	-7.143905
1149.51	5.338968	-6.990877
1150.306	5.468216	-6.84068
1151.102	5.649985	-6.746435
1151.897	5.84427	-6.674218
1152.693	6.09611	-6.633962
1153.489	6.39384	-6.562894
1154.284	6.664762	-6.525903
1155.08	6.962287	-6.506929
1155.875	7.235449	-6.437641
1156.671	7.525574	-6.497746
1157.467	7.881336	-6.556169
1158.262	8.192812	-6.585806
1159.058	8.457587	-6.70996
1159.854	8.699563	-6.832648
1160.649	8.981376	-7.154405
1161.445	9.43447	-7.439187
1162.241	9.764419	-7.651925
1163.036	9.956538	-7.868543
1163.832	10.18125	-8.072428
1164.628	10.3075	-8.377317
1165.423	10.47186	-8.943173
1166.219	10.61543	-9.40589
1167.015	10.75738	-9.78059
1167.81	10.85082	-10.17657
1168.606	10.83891	-10.63452
1169.401	10.73272	-11.06664
1170.197	10.63116	-11.4623
1170.993	10.43223	-11.79012
1171.788	10.1428	-12.20233
1172.584	10.02254	-12.59106
1173.38	9.807383	-12.7504
1174.175	9.414379	-13.04021
1174.971	9.117976	-13.26128
1175.767	8.806227	-13.47129
1176.562	8.529013	-13.69287
1177.358	8.198687	-13.7208
1178.154	7.840364	-13.77063
1178.949	7.557916	-13.91886
1179.745	7.230866	-14.05257
1180.541	6.901943	-14.1307
1181.336	6.702417	-14.14546
1182.132	6.429072	-14.06587
1182.927	6.085593	-13.91628
1183.723	5.693484	-13.90193
1184.519	5.480863	-13.88738
1185.314	5.302677	-13.69951
1186.11	5.096932	-13.62239
1186.906	4.917408	-13.58075
1187.701	4.774422	-13.39937
1188.497	4.650415	-13.22862
1189.293	4.493403	-13.16759
1190.088	4.473594	-13.00371
1190.884	4.336995	-12.76342
1191.68	4.057454	-12.62757
1192.475	3.914539	-12.52688
1193.271	3.7864	-12.38943
1194.067	3.624869	-12.34933
1194.862	3.657346	-12.25762
1195.658	3.574617	-12.07838
1196.453	3.492598	-12.01482
1197.249	3.492633	-11.8326
1198.045	3.403869	-11.66524
1198.84	3.292006	-11.67889
1199.636	3.30424	-11.58192
1200.432	3.167798	-11.36367
1201.227	3.095826	-11.34289
1202.023	3.112682	-11.18049
1202.819	2.958717	-11.00458
1203.614	2.960389	-10.97611
1204.41	3.05357	-10.79593
1205.206	2.938953	-10.66307
1206.001	2.906803	-10.60554
1206.797	2.951704	-10.48793
1207.592	2.922583	-10.30414
1208.388	2.872055	-10.19073
1209.184	2.924886	-10.10514
1209.979	2.90916	-9.944607
1210.775	2.907261	-9.83885
1211.571	2.977339	-9.695164
1212.366	2.925123	-9.566186
1213.162	2.928218	-9.516844
1213.958	2.981326	-9.367168
1214.753	2.960763	-9.236321
1215.549	3.046344	-9.172489
1216.345	3.144073	-9.00916
1217.14	3.123512	-8.889249
1217.936	3.172145	-8.825562
1218.732	3.230013	-8.629922
1219.527	3.229223	-8.539623
1220.323	3.376528	-8.469237
1221.118	3.463209	-8.30581
1221.914	3.477941	-8.258477
1222.71	3.628147	-8.225304
1223.505	3.743047	-8.061053
1224.301	3.73496	-7.950035
1225.097	3.871808	-7.858695
1225.892	4.001243	-7.737758
1226.688	4.060099	-7.695566
1227.484	4.296669	-7.630916
1228.279	4.462681	-7.446639
1229.075	4.534041	-7.444042
1229.871	4.728588	-7.505391
1230.666	4.940571	-7.404652
1231.462	5.084689	-7.445568
1232.258	5.315376	-7.451349
1233.053	5.481365	-7.273645
1233.849	5.557444	-7.34945
1234.644	5.789047	-7.540081
1235.44	5.938255	-7.515469
1236.236	6.030034	-7.601329
1237.031	6.311511	-7.699595
1237.827	6.540349	-7.658604
1238.623	6.666093	-7.755175
1239.418	6.896738	-7.911769
1240.214	7.107964	-8.060916
1241.01	7.259325	-8.280713
1241.805	7.404926	-8.474811
1242.601	7.540404	-8.678088
1243.397	7.71311	-8.919723
1244.192	7.891074	-9.21514
1244.988	7.955273	-9.505842
1245.784	7.891548	-9.841447
1246.579	7.863613	-10.14584
1247.375	7.747366	-10.38588
1248.17	7.612172	-10.69657
1248.966	7.621445	-10.91511
1249.762	7.451135	-11.09245
1250.557	7.184537	-11.37072
1251.353	7.091047	-11.50873
1252.149	6.906196	-11.69462
1252.944	6.748376	-12.0112
1253.74	6.617985	-12.12494
1254.536	6.312378	-12.21635
1255.331	6.048669	-12.36639
1256.127	5.801694	-12.37629
1256.923	5.568608	-12.32124
1257.718	5.378314	-12.32288
1258.514	5.129244	-12.33158
1259.31	4.856505	-12.34544
1260.105	4.738276	-12.343
1260.901	4.55045	-12.25669
1261.696	4.318331	-12.21172
1262.492	4.217984	-12.19051
1263.288	4.033092	-12.06655
1264.083	3.840366	-11.98428
1264.879	3.775019	-11.9313
1265.675	3.665472	-11.7923
1266.47	3.493031	-11.74434
1267.266	3.386659	-11.67215
1268.062	3.287962	-11.50608
1268.857	3.171443	-11.44966
1269.653	3.1025	-11.42547
1270.449	3.018523	-11.30319
1271.244	2.891056	-11.17868
1272.04	2.833765	-11.11105
1272.836	2.828069	-11.01782
1273.631	2.786994	-10.89639
1274.427	2.749714	-10.75713
1275.222	2.66298	-10.60166
1276.018	2.590136	-10.47384
1276.814	2.572762	-10.3632
1277.609	2.55085	-10.23281
1278.405	2.585356	-10.11038
1279.201	2.638294	-10.01634
1279.996	2.693032	-9.928557
1280.792	2.786934	-9.907119
1281.588	2.90037	-9.89334
1282.383	2.913639	-9.880455
1283.179	2.893019	-9.847444
1283.975	2.879318	-9.736078
1284.77	2.912297	-9.624763
1285.566	3.004603	-9.620188
1286.361	3.060573	-9.622371
1287.157	3.011205	-9.691623
1287.953	2.973615	-9.806589
1288.748	2.925847	-9.817421
1289.544	2.817902	-9.810291
1290.34	2.805984	-9.883438
1291.135	2.786971	-9.936199
1291.931	2.584664	-9.916392
1292.727	2.392961	-9.845102
1293.522	2.326103	-9.618731
1294.318	2.221346	-9.350042
1295.114	2.245282	-9.214202
1295.909	2.349252	-9.104256
1296.705	2.318391	-8.958988
1297.501	2.246624	-8.876075
1298.296	2.302194	-8.766871
1299.092	2.308329	-8.607713
1299.887	2.349029	-8.542859
1300.683	2.427387	-8.470006
1301.479	2.481623	-8.397164
1302.274	2.507364	-8.310539
1303.07	2.56023	-8.213813
1303.866	2.625398	-8.143336
1304.661	2.717996	-8.07119
1305.457	2.793011	-8.008304
1306.253	2.878975	-7.968595
1307.048	3.010365	-7.898004
1307.844	3.071236	-7.796523
1308.64	3.123503	-7.752842
1309.435	3.208395	-7.714001
1310.231	3.284751	-7.676127
1311.027	3.390443	-7.69432
1311.822	3.508222	-7.713824
1312.618	3.641997	-7.678189
1313.413	3.764206	-7.634543
1314.209	3.875168	-7.627389
1315.005	3.966531	-7.63326
1315.8	4.091654	-7.623741
1316.596	4.231314	-7.660208
1317.392	4.352852	-7.695837
1318.187	4.439621	-7.739882
1318.983	4.529529	-7.754524
1319.779	4.621404	-7.772458
1320.574	4.666095	-7.844525
1321.37	4.756041	-7.99342
1322.166	4.875365	-8.108374
1322.961	4.928795	-8.266948
1323.757	4.944	-8.345459
1324.553	5.008024	-8.45608
1325.348	5.124964	-8.545838
1326.144	5.117566	-8.731744
1326.939	5.219254	-8.976545
1327.735	5.288228	-9.091466
1328.531	5.243541	-9.232744
1329.326	5.16889	-9.385783
1330.122	5.076744	-9.441412
1330.918	4.919489	-9.581393
1331.713	4.911198	-9.694306
1332.509	4.848687	-9.772342
1333.305	4.753935	-9.941036
1334.1	4.698509	-10.06889
1334.896	4.577497	-10.08587
1335.692	4.367863	-10.15466
1336.487	4.288756	-10.28653
1337.283	4.245882	-10.33092
1338.079	4.12474	-10.41726
1338.874	4.030724	-10.44824
1339.67	3.96134	-10.41025
1340.465	3.801	-10.36791
1341.261	3.61794	-10.39011
1342.057	3.550384	-10.39381
1342.852	3.454809	-10.36343
1343.648	3.363316	-10.348
1344.444	3.269599	-10.32513
1345.239	3.147235	-10.28566
1346.035	3.039444	-10.26462
1346.831	2.965098	-10.22406
1347.626	2.893805	-10.16004
1348.422	2.809785	-10.1504
1349.218	2.737526	-10.12161
1350.013	2.65803	-10.07586
1350.809	2.61389	-10.0113
1351.605	2.562594	-9.928272
1352.4	2.505885	-9.839429
1353.196	2.439265	-9.775683
1353.991	2.372159	-9.707559
1354.787	2.30277	-9.656624
1355.583	2.254808	-9.617364
1356.378	2.206481	-9.608014
1357.174	2.20663	-9.586042
1357.97	2.183725	-9.504477
1358.765	2.202983	-9.414197
1359.561	2.207735	-9.336681
1360.357	2.187384	-9.277533
1361.152	2.097393	-9.219097
1361.948	2.108308	-9.17943
1362.744	2.106299	-9.093294
1363.539	2.069454	-9.043834
1364.335	2.035364	-8.996296
1365.131	2.019175	-8.942794
1365.926	1.989131	-8.923836
1366.722	2.021395	-8.88735
1367.517	2.029752	-8.773556
1368.313	2.012653	-8.719992
1369.109	2.014602	-8.662173
1369.904	2.020333	-8.599072
1370.7	2.004178	-8.560639
1371.496	2.034877	-8.527189
1372.291	2.016648	-8.440874
1373.087	1.971424	-8.417888
1373.883	1.986191	-8.374884
1374.678	1.980055	-8.291636
1375.474	1.979143	-8.226626
1376.27	2.03717	-8.192954
1377.065	2.058059	-8.130461
1377.861	2.062412	-8.130815
1378.656	2.134839	-8.104066
1379.452	2.166816	-8.026801
1380.248	2.155638	-7.953542
1381.043	2.179974	-7.906786
1381.839	2.194988	-7.835248
1382.635	2.248608	-7.820339
1383.43	2.324266	-7.786519
1384.226	2.343382	-7.738327
1385.022	2.3531	-7.763327
1385.817	2.409478	-7.742873
1386.613	2.43758	-7.64736
1387.409	2.471032	-7.610904
1388.204	2.539037	-7.590338
1389.0	2.585484	-7.562273
1389.796	2.634182	-7.605974
1390.591	2.728999	-7.584123
1391.387	2.705582	-7.570224
1392.182	2.666571	-7.623406
1392.978	2.750419	-7.633583
1393.774	2.809895	-7.578639
1394.569	2.855561	-7.565941
1395.365	2.916054	-7.547597
1396.161	2.943179	-7.609146
1396.956	3.044163	-7.619913
1397.752	3.110302	-7.583923
1398.548	3.122933	-7.504742
1399.343	3.191273	-7.489199
1400.139	3.274657	-7.503896
1400.935	3.28566	-7.602534
1401.73	3.392598	-7.689954
1402.526	3.400541	-7.709318
1403.322	3.319828	-7.811118
1404.117	3.375496	-7.927469
1404.913	3.514709	-7.874008
1405.708	3.554204	-7.856252
1406.504	3.587419	-7.899343
1407.3	3.582001	-7.973766
1408.095	3.553005	-8.105707
1408.891	3.556126	-8.241609
1409.687	3.560532	-8.258901
1410.482	3.507424	-8.34859
1411.278	3.507452	-8.415538
1412.074	3.472995	-8.467584
1412.869	3.430541	-8.498237
1413.665	3.38921	-8.580571
1414.461	3.335719	-8.653883
1415.256	3.340319	-8.693602
1416.052	3.313215	-8.643921
1416.848	3.207514	-8.642046
1417.643	3.165749	-8.715706
1418.439	3.126108	-8.756204
1419.234	2.998674	-8.767777
1420.03	2.952166	-8.826579
1420.826	2.913346	-8.874117
1421.621	2.837148	-8.91786
1422.417	2.815706	-8.913944
1423.213	2.816114	-8.871144
1424.008	2.747403	-8.840854
1424.804	2.689677	-8.81555
1425.6	2.604038	-8.773415
1426.395	2.459316	-8.799182
1427.191	2.391623	-8.859999
1427.987	2.412511	-8.834322
1428.782	2.348099	-8.792511
1429.578	2.282429	-8.791577
1430.374	2.264374	-8.728944
1431.169	2.21682	-8.660562
1431.965	2.166162	-8.622133
1432.76	2.122998	-8.582661
1433.556	2.068362	-8.55931
1434.352	2.047033	-8.547383
1435.147	2.031824	-8.497504
1435.943	1.993292	-8.46625
1436.739	1.955906	-8.44874
1437.534	1.921251	-8.377144
1438.33	1.911766	-8.311307
1439.126	1.921537	-8.284946
1439.921	1.936881	-8.262697
1440.717	1.93276	-8.200706
1441.513	1.897521	-8.133698
