Frequency_Hz	Magnitude_Ohms	Phase_Degrees
1442.308	1.845165	-8.131282
1443.104	1.833415	-8.133868
1443.9	1.852034	-8.073123
1444.695	1.8182	-8.029647
1445.491	1.824247	-8.028358
1446.286	1.880025	-7.953065
1447.082	1.882224	-7.892445
1447.878	1.842062	-7.874635
1448.673	1.832242	-7.867451
1449.469	1.865995	-7.866379
1450.265	1.904275	-7.823435
1451.06	1.852455	-7.776395
1451.856	1.805315	-7.802053
1452.652	1.823088	-7.804991
1453.447	1.815649	-7.748398
1454.243	1.756037	-7.713742
1455.039	1.766411	-7.657709
1455.834	1.805599	-7.569333
1456.63	1.813642	-7.487907
1457.425	1.808183	-7.45395
1458.221	1.814175	-7.438742
1459.017	1.859784	-7.415061
1459.812	1.884341	-7.356537
1460.608	1.864256	-7.343085
1461.404	1.902941	-7.37887
1462.199	1.981595	-7.336362
1462.995	1.99278	-7.273434
1463.791	1.986338	-7.261809
1464.586	2.01402	-7.256236
1465.382	2.037804	-7.228954
1466.178	2.051073	-7.149008
1466.973	2.0453	-7.108454
1467.769	2.070201	-7.154531
1468.565	2.151131	-7.170123
1469.36	2.186228	-7.122771
1470.156	2.202701	-7.159394
1470.951	2.258664	-7.155839
1471.747	2.266401	-7.126204
1472.543	2.268173	-7.138398
1473.338	2.328349	-7.128302
1474.134	2.374473	-7.093454
1474.93	2.367574	-7.088535
1475.725	2.310993	-7.090324
1476.521	2.300811	-7.133242
1477.317	2.344705	-7.166496
1478.112	2.406023	-7.178248
1478.908	2.453289	-7.189721
1479.704	2.53962	-7.16892
1480.499	2.561657	-7.112591
1481.295	2.530041	-7.075817
1482.091	2.49465	-7.102132
1482.886	2.491164	-7.155607
1483.682	2.530567	-7.203016
1484.477	2.550568	-7.224435
1485.273	2.579716	-7.239342
1486.069	2.617544	-7.231031
1486.864	2.613431	-7.211755
1487.66	2.58413	-7.225978
1488.456	2.609653	-7.295366
1489.251	2.662759	-7.328957
1490.047	2.72095	-7.320605
1490.843	2.712298	-7.318229
1491.638	2.691176	-7.328768
1492.434	2.670615	-7.350906
1493.23	2.597285	-7.40048
1494.025	2.555504	-7.471158
1494.821	2.609056	-7.515589
1495.617	2.720598	-7.521539
1496.412	2.774558	-7.483866
1497.208	2.742793	-7.440049
1498.003	2.675513	-7.466143
1498.799	2.60647	-7.538076
1499.595	2.537015	-7.653656
1500.39	2.567358	-7.760461
1501.186	2.648822	-7.7862
1501.982	2.635273	-7.734717
1502.777	2.582109	-7.700045
1503.573	2.469913	-7.694442
1504.369	2.398604	-7.764742
1505.164	2.373351	-7.81625
1505.96	2.364594	-7.803039
1506.756	2.353901	-7.791598
1507.551	2.37244	-7.740204
1508.347	2.31578	-7.730077
1509.143	2.259997	-7.760468
1509.938	2.222797	-7.81771
1510.734	2.200242	-7.842907
1511.529	2.19768	-7.843116
1512.325	2.173633	-7.803282
1513.121	2.155952	-7.749827
1513.916	2.064461	-7.691096
1514.712	1.992602	-7.713423
1515.508	1.954756	-7.753388
1516.303	1.978319	-7.776857
1517.099	2.009004	-7.7804
1517.895	1.986101	-7.682021
1518.69	1.912356	-7.643485
1519.486	1.870157	-7.649929
1520.282	1.841503	-7.655869
1521.077	1.794998	-7.632431
1521.873	1.793634	-7.63549
1522.669	1.768973	-7.596405
1523.464	1.746205	-7.567935
1524.26	1.726224	-7.537963
1525.055	1.734056	-7.475324
1525.851	1.679633	-7.48071
1526.647	1.679195	-7.487008
1527.442	1.675905	-7.440427
1528.238	1.617956	-7.383966
1529.034	1.602624	-7.391371
1529.829	1.601156	-7.344035
1530.625	1.56581	-7.335255
1531.421	1.575213	-7.34954
1532.216	1.620428	-7.251389
1533.012	1.562841	-7.174934
1533.808	1.566952	-7.165219
1534.603	1.555847	-7.121948
1535.399	1.53096	-7.101021
1536.195	1.554898	-7.108424
1536.99	1.561397	-7.056632
1537.786	1.581966	-7.055797
1538.581	1.634659	-7.009201
1539.377	1.626642	-6.939711
1540.173	1.580897	-6.908453
1540.968	1.589814	-6.876231
1541.764	1.566048	-6.849108
1542.56	1.56298	-6.854187
1543.355	1.61851	-6.832081
1544.151	1.638209	-6.744531
1544.947	1.629865	-6.731663
1545.742	1.670481	-6.713294
1546.538	1.660583	-6.663661
1547.334	1.666184	-6.682013
1548.129	1.7638	-6.669631
1548.925	1.76659	-6.601217
1549.72	1.77005	-6.610756
1550.516	1.810576	-6.584869
1551.312	1.813481	-6.555146
1552.107	1.838656	-6.572854
1552.903	1.912737	-6.546554
1553.699	1.900679	-6.521065
1554.494	1.91167	-6.52714
1555.29	1.987512	-6.536675
1556.086	2.007223	-6.495547
1556.881	1.99358	-6.514576
1557.677	2.053893	-6.51724
1558.473	2.073027	-6.511878
1559.268	2.096097	-6.540224
1560.064	2.161631	-6.545108
1560.86	2.13629	-6.529756
1561.655	2.152774	-6.566622
1562.451	2.205076	-6.577941
1563.246	2.203633	-6.570867
1564.042	2.199205	-6.601943
1564.838	2.253374	-6.601091
1565.633	2.281381	-6.603442
1566.429	2.272067	-6.618485
1567.225	2.297053	-6.626504
1568.02	2.282025	-6.628332
1568.816	2.302857	-6.693992
1569.612	2.351215	-6.729625
1570.407	2.348937	-6.721233
1571.203	2.33676	-6.755929
1571.999	2.348956	-6.773552
1572.794	2.366625	-6.824486
1573.59	2.380363	-6.866148
1574.386	2.369243	-6.887496
1575.181	2.346322	-6.920777
1575.977	2.343872	-6.914676
1576.772	2.283146	-6.922747
1577.568	2.241372	-6.985809
1578.364	2.261035	-7.040694
1579.159	2.25977	-7.027794
1579.955	2.264682	-7.020115
1580.751	2.251569	-6.999225
1581.546	2.214981	-6.93471
1582.342	2.14171	-6.971417
1583.138	2.129048	-7.025542
1583.933	2.137369	-7.04722
1584.729	2.144229	-7.068022
1585.525	2.17608	-7.066769
1586.32	2.139205	-7.050673
1587.116	2.118086	-7.061183
1587.912	2.080548	-7.088511
1588.707	2.053499	-7.09617
1589.503	2.035919	-7.141435
1590.298	2.027995	-7.14801
1591.094	2.015438	-7.138681
1591.89	1.985339	-7.1066
1592.685	1.964633	-7.093142
1593.481	1.894412	-7.095731
1594.277	1.871004	-7.121617
1595.072	1.862342	-7.125522
1595.868	1.827642	-7.109251
1596.664	1.816116	-7.099358
1597.459	1.800619	-7.056736
1598.255	1.768597	-7.053716
1599.051	1.732425	-7.046123
1599.846	1.708482	-7.006368
1600.642	1.685808	-7.007394
1601.438	1.683976	-7.00818
1602.233	1.664133	-6.985923
1603.029	1.645127	-6.978452
1603.824	1.664503	-6.958393
1604.62	1.624967	-6.914345
1605.416	1.608594	-6.904857
1606.211	1.620923	-6.887661
1607.007	1.578354	-6.854776
1607.803	1.543135	-6.865495
1608.598	1.563093	-6.87344
1609.394	1.582663	-6.843626
1610.19	1.552339	-6.799931
1610.985	1.534975	-6.768942
1611.781	1.493638	-6.743706
1612.577	1.460795	-6.735062
1613.372	1.487766	-6.743058
1614.168	1.510518	-6.698456
1614.964	1.522001	-6.654121
1615.759	1.512931	-6.554034
1616.555	1.472692	-6.523837
1617.35	1.464414	-6.573907
1618.146	1.508611	-6.565441
1618.942	1.535084	-6.530844
1619.737	1.565171	-6.506151
1620.533	1.573479	-6.470614
1621.329	1.555668	-6.455801
1622.124	1.563588	-6.459054
1622.92	1.584425	-6.449961
1623.716	1.584613	-6.438206
1624.511	1.598763	-6.439277
1625.307	1.634771	-6.41445
1626.103	1.636757	-6.386852
1626.898	1.62424	-6.3685
1627.694	1.624518	-6.360778
1628.489	1.628563	-6.367432
1629.285	1.669448	-6.351157
1630.081	1.70489	-6.32593
1630.876	1.70361	-6.303629
1631.672	1.70503	-6.290923
1632.468	1.713607	-6.289976
1633.263	1.744738	-6.313213
1634.059	1.786375	-6.314865
1634.855	1.806892	-6.291869
1635.65	1.815972	-6.287709
1636.446	1.823092	-6.295168
1637.242	1.844584	-6.314203
1638.037	1.867003	-6.323411
1638.833	1.88723	-6.325404
1639.629	1.900046	-6.321234
1640.424	1.892535	-6.33439
1641.22	1.905893	-6.345965
1642.015	1.917436	-6.372785
1642.811	1.9477	-6.430448
1643.607	1.982982	-6.425621
1644.402	1.98551	-6.408184
1645.198	1.978437	-6.43116
1645.994	1.951307	-6.462092
1646.789	1.936842	-6.495448
1647.585	1.946544	-6.534981
1648.381	1.941024	-6.551303
1649.176	1.930946	-6.539373
1649.972	1.938044	-6.529966
1650.768	1.909448	-6.53729
1651.563	1.864571	-6.560775
1652.359	1.868007	-6.58342
1653.155	1.87149	-6.601202
1653.95	1.864501	-6.617209
1654.746	1.871055	-6.61242
1655.541	1.850653	-6.605588
1656.337	1.815631	-6.628004
1657.133	1.803075	-6.644578
1657.928	1.786366	-6.648709
1658.724	1.77012	-6.654286
1659.52	1.763663	-6.643479
1660.315	1.725269	-6.641543
1661.111	1.700813	-6.652974
1661.907	1.690735	-6.650511
1662.702	1.673469	-6.642854
1663.498	1.662665	-6.650497
1664.294	1.639142	-6.643996
1665.089	1.612472	-6.626596
1665.885	1.603364	-6.642746
1666.681	1.59566	-6.642657
1667.476	1.577511	-6.629782
1668.272	1.561117	-6.620792
1669.067	1.543	-6.59686
1669.863	1.50038	-6.598074
1670.659	1.490651	-6.616603
1671.454	1.488682	-6.610722
1672.25	1.476315	-6.588652
1673.046	1.471124	-6.570256
1673.841	1.442254	-6.556991
1674.637	1.403172	-6.549031
1675.433	1.397188	-6.542533
1676.228	1.383687	-6.512359
1677.024	1.35653	-6.491106
1677.82	1.367323	-6.491182
1678.615	1.348916	-6.456097
1679.411	1.327246	-6.450676
1680.207	1.334263	-6.445737
1681.002	1.325598	-6.403332
1681.798	1.321414	-6.39742
1682.593	1.327371	-6.37776
1683.389	1.324992	-6.352976
1684.185	1.299034	-6.354634
1684.98	1.310195	-6.333047
1685.776	1.299779	-6.32177
1686.572	1.268499	-6.316632
1687.367	1.286684	-6.290527
1688.163	1.277718	-6.265598
1688.959	1.270618	-6.265335
1689.754	1.275409	-6.25839
1690.55	1.261475	-6.221693
1691.346	1.267435	-6.223513
1692.141	1.275551	-6.197996
1692.937	1.273847	-6.156226
1693.733	1.269691	-6.150762
1694.528	1.278137	-6.127807
1695.324	1.286917	-6.108832
1696.119	1.285319	-6.091436
1696.915	1.283584	-6.068278
1697.711	1.27925	-6.076949
1698.506	1.302485	-6.082463
1699.302	1.332966	-6.047665
1700.098	1.332969	-6.008038
1700.893	1.319602	-5.991351
1701.689	1.299366	-5.997003
1702.485	1.299047	-6.028257
1703.28	1.360134	-6.01737
1704.076	1.389759	-5.973338
1704.872	1.359445	-5.954597
1705.667	1.343484	-5.952287
1706.463	1.345415	-5.974753
1707.259	1.386721	-5.976559
1708.054	1.424278	-5.962183
1708.85	1.408193	-5.924904
1709.645	1.38185	-5.91658
1710.441	1.404845	-5.941958
1711.237	1.429712	-5.923232
1712.032	1.434905	-5.902051
1712.828	1.411492	-5.89871
1713.624	1.42093	-5.912026
1714.419	1.479678	-5.921383
1715.215	1.479316	-5.875966
1716.011	1.466692	-5.843754
1716.806	1.453556	-5.864988
1717.602	1.501501	-5.883524
1718.398	1.530796	-5.886482
1719.193	1.521634	-5.86752
1719.989	1.50446	-5.831464
1720.784	1.460391	-5.899251
1721.58	1.507374	-5.955804
1722.376	1.577976	-5.947691
1723.171	1.565157	-5.888936
1723.967	1.545438	-5.866838
1724.763	1.512669	-5.905281
1725.558	1.502702	-5.941628
1726.354	1.55224	-5.963871
1727.15	1.566471	-5.924551
1727.945	1.547474	-5.906339
1728.741	1.515717	-5.958932
1729.537	1.512738	-5.982217
1730.332	1.549301	-5.974524
1731.128	1.554601	-5.956352
1731.924	1.526815	-5.944541
1732.719	1.503143	-5.97849
1733.515	1.503488	-6.008575
1734.31	1.526059	-5.999244
1735.106	1.500433	-5.992249
1735.902	1.469175	-5.995982
1736.697	1.446665	-5.993043
1737.493	1.427254	-6.010648
1738.289	1.44044	-5.996933
1739.084	1.427829	-5.974936
1739.88	1.408228	-5.981723
1740.676	1.414979	-5.975577
1741.471	1.399309	-5.945518
1742.267	1.351443	-5.946332
1743.063	1.367879	-5.97162
1743.858	1.357796	-5.97228
1744.654	1.361873	-5.966693
1745.45	1.389552	-5.94009
1746.245	1.341602	-5.900672
1747.041	1.308425	-5.905637
1747.836	1.31352	-5.933797
1748.632	1.321236	-5.903433
1749.428	1.336143	-5.888169
1750.223	1.325459	-5.860319
1751.019	1.272499	-5.826312
1751.815	1.279394	-5.854506
1752.61	1.30484	-5.850095
1753.406	1.31857	-5.814094
1754.202	1.315402	-5.813489
1754.997	1.306079	-5.785774
1755.793	1.310829	-5.786656
1756.589	1.292426	-5.820093
1757.384	1.300277	-5.803777
1758.18	1.300802	-5.799669
1758.976	1.28031	-5.774923
1759.771	1.279017	-5.752669
1760.567	1.252439	-5.760388
1761.362	1.248971	-5.745292
1762.158	1.276049	-5.713178
1762.954	1.258468	-5.703276
1763.749	1.266997	-5.701375
1764.545	1.273412	-5.67641
1765.341	1.255305	-5.64722
1766.136	1.268653	-5.653091
1766.932	1.27752	-5.647545
1767.728	1.261168	-5.610363
1768.523	1.272701	-5.616045
1769.319	1.287136	-5.609202
1770.115	1.28121	-5.579677
1770.91	1.276597	-5.583787
1771.706	1.280496	-5.572099
1772.502	1.306259	-5.561714
1773.297	1.315533	-5.561875
1774.093	1.32113	-5.540921
1774.888	1.323403	-5.518793
1775.684	1.318189	-5.515344
1776.48	1.338973	-5.519853
1777.275	1.366347	-5.517762
1778.071	1.358279	-5.486754
1778.867	1.348393	-5.497567
1779.662	1.373124	-5.520544
1780.458	1.400921	-5.511685
1781.254	1.414822	-5.49737
1782.049	1.416011	-5.487999
1782.845	1.401579	-5.47444
1783.641	1.405049	-5.508475
1784.436	1.455715	-5.548245
1785.232	1.476505	-5.512326
1786.028	1.47111	-5.492549
1786.823	1.47349	-5.49729
1787.619	1.465399	-5.485657
1788.414	1.444143	-5.510769
1789.21	1.461265	-5.544791
1790.006	1.470989	-5.52442
1790.801	1.465994	-5.535629
1791.597	1.481841	-5.52814
1792.393	1.477894	-5.505518
1793.188	1.458303	-5.52714
1793.984	1.467126	-5.53757
1794.78	1.484163	-5.540125
1795.575	1.49547	-5.532368
1796.371	1.502958	-5.511275
1797.167	1.479059	-5.507565
1797.962	1.462704	-5.545828
1798.758	1.496219	-5.549748
1799.553	1.507109	-5.514881
1800.349	1.480421	-5.503557
1801.145	1.458248	-5.520893
1801.94	1.467738	-5.548628
1802.736	1.492863	-5.537643
1803.532	1.504481	-5.517716
1804.327	1.460702	-5.504364
1805.123	1.443348	-5.536638
1805.919	1.467418	-5.571613
1806.714	1.486341	-5.561817
1807.51	1.471936	-5.539016
1808.306	1.439572	-5.528361
1809.101	1.41224	-5.538667
1809.897	1.410811	-5.575028
1810.693	1.426815	-5.564051
1811.488	1.433433	-5.526094
1812.284	1.419543	-5.521611
1813.079	1.402489	-5.513503
1813.875	1.393912	-5.525457
1814.671	1.405068	-5.529132
1815.466	1.414272	-5.527269
1816.262	1.415303	-5.533435
1817.058	1.41785	-5.501363
1817.853	1.409187	-5.465188
1818.649	1.365174	-5.484118
1819.445	1.392557	-5.506564
1820.24	1.426984	-5.50564
1821.036	1.420706	-5.444453
1821.832	1.394223	-5.423075
1822.627	1.365721	-5.468771
1823.423	1.379808	-5.494437
1824.219	1.446956	-5.509925
1825.014	1.439708	-5.454046
1825.81	1.398477	-5.422918
1826.605	1.375939	-5.46028
1827.401	1.369579	-5.490101
1828.197	1.42396	-5.472964
1828.992	1.426988	-5.430702
1829.788	1.378178	-5.395894
1830.584	1.359251	-5.430838
1831.379	1.364975	-5.475753
1832.175	1.394904	-5.443492
1832.971	1.40671	-5.419638
1833.766	1.347915	-5.410376
1834.562	1.346559	-5.415138
1835.358	1.376666	-5.446764
1836.153	1.384327	-5.418122
1836.949	1.38854	-5.377295
1837.745	1.372565	-5.389189
1838.54	1.360128	-5.37843
1839.336	1.378138	-5.390224
1840.131	1.388931	-5.396427
1840.927	1.384444	-5.359073
1841.723	1.399462	-5.350741
1842.518	1.393403	-5.353357
1843.314	1.38988	-5.347981
1844.11	1.400514	-5.367574
1844.905	1.420069	-5.356588
1845.701	1.421203	-5.319937
1846.497	1.405272	-5.336272
1847.292	1.384666	-5.352882
1848.088	1.409141	-5.359124
1848.884	1.447263	-5.36783
1849.679	1.426309	-5.33975
1850.475	1.38644	-5.317934
1851.271	1.371689	-5.349959
1852.066	1.391497	-5.373884
1852.862	1.428379	-5.36507
1853.657	1.43098	-5.344608
1854.453	1.393297	-5.327693
1855.249	1.388813	-5.360422
1856.044	1.411996	-5.377632
1856.84	1.427767	-5.350777
1857.636	1.41539	-5.318145
1858.431	1.394223	-5.342295
1859.227	1.409402	-5.360581
1860.023	1.430002	-5.361168
1860.818	1.427282	-5.350218
1861.614	1.4031	-5.331635
1862.41	1.406789	-5.348059
1863.205	1.398725	-5.365483
1864.001	1.406087	-5.348908
1864.797	1.388207	-5.355625
1865.592	1.393758	-5.354362
1866.388	1.388584	-5.331613
1867.183	1.373453	-5.352979
1867.979	1.381369	-5.358481
1868.775	1.404236	-5.337542
1869.57	1.386729	-5.315875
1870.366	1.386167	-5.326735
1871.162	1.39105	-5.32786
1871.957	1.376276	-5.351837
1872.753	1.395597	-5.350808
1873.549	1.379443	-5.307633
1874.344	1.353128	-5.303694
1875.14	1.35335	-5.357447
1875.936	1.377438	-5.344957
1876.731	1.391969	-5.310294
1877.527	1.388847	-5.296619
1878.323	1.340655	-5.287444
1879.118	1.343634	-5.322477
1879.914	1.362387	-5.332324
1880.709	1.382259	-5.287239
1881.505	1.364675	-5.288385
1882.301	1.346147	-5.3075
1883.096	1.347383	-5.302845
1883.892	1.379745	-5.323718
1884.688	1.370294	-5.31035
1885.483	1.342978	-5.283931
1886.279	1.337341	-5.307616
1887.075	1.332493	-5.317317
1887.87	1.353103	-5.291545
1888.666	1.361047	-5.289501
1889.462	1.318624	-5.263885
1890.257	1.305213	-5.271638
1891.053	1.325684	-5.300923
1891.848	1.325009	-5.289132
1892.644	1.323081	-5.265004
1893.44	1.31349	-5.278586
1894.235	1.320654	-5.260522
1895.031	1.320437	-5.241384
1895.827	1.30572	-5.272855
1896.622	1.305218	-5.257384
1897.418	1.321062	-5.224134
1898.214	1.323425	-5.208767
1899.009	1.291436	-5.201594
1899.805	1.302217	-5.23274
1900.601	1.345791	-5.240588
1901.396	1.33639	-5.180065
1902.192	1.302482	-5.166532
1902.988	1.310371	-5.228157
1903.783	1.345379	-5.229862
1904.579	1.37056	-5.195384
1905.374	1.334874	-5.176639
1906.17	1.29754	-5.180132
1906.966	1.321231	-5.20632
1907.761	1.346128	-5.227713
1908.557	1.337097	-5.178774
1909.353	1.317773	-5.17305
1910.148	1.29679	-5.209667
1910.944	1.308679	-5.189677
1911.74	1.336143	-5.183986
1912.535	1.347865	-5.195021
1913.331	1.322907	-5.162509
1914.127	1.314065	-5.177218
1914.922	1.316154	-5.193351
1915.718	1.312647	-5.172276
1916.514	1.318184	-5.161574
1917.309	1.296833	-5.177238
1918.105	1.288876	-5.175017
1918.9	1.313191	-5.171434
1919.696	1.302134	-5.160591
1920.492	1.290285	-5.163568
1921.287	1.315171	-5.161072
1922.083	1.293568	-5.156788
1922.879	1.259686	-5.14352
1923.674	1.278274	-5.168974
1924.47	1.303665	-5.160968
1925.266	1.276934	-5.130793
1926.061	1.269397	-5.149427
1926.857	1.279598	-5.171896
1927.653	1.299162	-5.140317
1928.448	1.293681	-5.135137
1929.244	1.275425	-5.145447
1930.04	1.275948	-5.154211
1930.835	1.30845	-5.156509
1931.631	1.288122	-5.130094
1932.426	1.264112	-5.130542
1933.222	1.271718	-5.144198
1934.018	1.282049	-5.134965
1934.813	1.276109	-5.119546
1935.609	1.276814	-5.118071
1936.405	1.270216	-5.106335
1937.2	1.254265	-5.112231
1937.996	1.266963	-5.111141
1938.792	1.288078	-5.09494
1939.587	1.26373	-5.084752
1940.383	1.2671	-5.106222
1941.179	1.287454	-5.110705
1941.974	1.290582	-5.109114
1942.77	1.278662	-5.100575
1943.566	1.26501	-5.109826
1944.361	1.254758	-5.133607
1945.157	1.269153	-5.117321
1945.952	1.250194	-5.099647
1946.748	1.233128	-5.114475
1947.544	1.251646	-5.104819
1948.339	1.249404	-5.084276
1949.135	1.227964	-5.081287
1949.931	1.224461	-5.078718
1950.726	1.23626	-5.077551
1951.522	1.231657	-5.074753
1952.318	1.217649	-5.065457
1953.113	1.213435	-5.073155
1953.909	1.227202	-5.078259
1954.705	1.223171	-5.059384
1955.5	1.196009	-5.049918
1956.296	1.191577	-5.064338
1957.092	1.211926	-5.063302
1957.887	1.20898	-5.047871
1958.683	1.186315	-5.046606
1959.478	1.174051	-5.052607
1960.274	1.188336	-5.046338
1961.07	1.200171	-5.030677
1961.865	1.185182	-5.023204
1962.661	1.174522	-5.032145
1963.457	1.186168	-5.036006
1964.252	1.199713	-5.013329
1965.048	1.194158	-4.998351
1965.844	1.18905	-5.005838
1966.639	1.181542	-5.014005
1967.435	1.179768	-5.015748
1968.231	1.186687	-5.009943
1969.026	1.176343	-4.994849
1969.822	1.154286	-4.998791
1970.617	1.15633	-5.000687
1971.413	1.160365	-4.981212
1972.209	1.154346	-4.970032
1973.004	1.148986	-4.969946
1973.8	1.154275	-4.977827
1974.596	1.160103	-4.964608
1975.391	1.155842	-4.944227
1976.187	1.143804	-4.951262
1976.983	1.156415	-4.945998
1977.778	1.151168	-4.927394
1978.574	1.142744	-4.927669
1979.37	1.141844	-4.932463
1980.165	1.152319	-4.923639
1980.961	1.14578	-4.913244
1981.757	1.134967	-4.904257
1982.552	1.138639	-4.903067
1983.348	1.146749	-4.899736
1984.143	1.150202	-4.885574
1984.939	1.145508	-4.879871
1985.735	1.14272	-4.882859
1986.53	1.151982	-4.872044
1987.326	1.148497	-4.85648
1988.122	1.140144	-4.84934
1988.917	1.144617	-4.841068
1989.713	1.155392	-4.842518
1990.509	1.153524	-4.848392
1991.304	1.160847	-4.840813
1992.1	1.156348	-4.837729
1992.896	1.154867	-4.845711
1993.691	1.158663	-4.831177
1994.487	1.160714	-4.826454
1995.283	1.160376	-4.830109
1996.078	1.16168	-4.804825
1996.874	1.161756	-4.800202
1997.669	1.161781	-4.806808
1998.465	1.157861	-4.787419
1999.261	1.157551	-4.778404
2000.056	1.1609	-4.792795
2000.852	1.17492	-4.774783
2001.648	1.171029	-4.766559
2002.443	1.166398	-4.791692
2003.239	1.177202	-4.785241
2004.035	1.180263	-4.759394
2004.83	1.177526	-4.77553
2005.626	1.174219	-4.777114
2006.422	1.184745	-4.771952
2007.217	1.198274	-4.775657
2008.013	1.187531	-4.768471
2008.809	1.186	-4.771486
2009.604	1.202141	-4.775198
2010.4	1.190896	-4.765095
2011.195	1.169749	-4.770558
2011.991	1.182723	-4.783569
2012.787	1.186728	-4.771195
2013.582	1.170168	-4.755009
2014.378	1.169203	-4.75868
2015.174	1.177451	-4.764322
2015.969	1.178633	-4.754057
2016.765	1.175459	-4.746621
2017.561	1.166529	-4.734388
2018.356	1.155992	-4.73125
2019.152	1.167	-4.73278
2019.948	1.171508	-4.729931
2020.743	1.162503	-4.723173
2021.539	1.165515	-4.715722
2022.335	1.160086	-4.70431
2023.13	1.162329	-4.707424
2023.926	1.170031	-4.688936
2024.721	1.17175	-4.685246
2025.517	1.169515	-4.681732
2026.313	1.174926	-4.687334
2027.108	1.180599	-4.673697
2027.904	1.182351	-4.671087
2028.7	1.177971	-4.670663
2029.495	1.178289	-4.675169
2030.291	1.18053	-4.664743
2031.087	1.202077	-4.661012
2031.882	1.194411	-4.663833
2032.678	1.203482	-4.66004
2033.474	1.211895	-4.654895
2034.269	1.210973	-4.656937
2035.065	1.198239	-4.656483
2035.861	1.211646	-4.652439
2036.656	1.207999	-4.65009
2037.452	1.208153	-4.648326
2038.247	1.211876	-4.646783
2039.043	1.215027	-4.659337
2039.839	1.201444	-4.654816
2040.634	1.202606	-4.647797
2041.43	1.194892	-4.650064
2042.226	1.200284	-4.655307
2043.021	1.205962	-4.644685
2043.817	1.201584	-4.642314
2044.613	1.198603	-4.641213
2045.408	1.20798	-4.638738
2046.204	1.209978	-4.637686
2047.0	1.225311	-4.633209
2047.795	1.214973	-4.624224
2048.591	1.215867	-4.634205
2049.387	1.221669	-4.636013
2050.182	1.216332	-4.626061
2050.978	1.212836	-4.622472
2051.773	1.227638	-4.617769
2052.569	1.21405	-4.611654
2053.365	1.216327	-4.616357
2054.16	1.225426	-4.614819
2054.956	1.222403	-4.614158
2055.752	1.227857	-4.617761
2056.547	1.232434	-4.609656
2057.343	1.231235	-4.603695
2058.139	1.240616	-4.612577
2058.934	1.244456	-4.606993
2059.73	1.238226	-4.599584
2060.526	1.235899	-4.616844
2061.321	1.239779	-4.628789
2062.117	1.238109	-4.618893
2062.912	1.234654	-4.625321
2063.708	1.226118	-4.629363
2064.504	1.224952	-4.629104
2065.299	1.230794	-4.623424
2066.095	1.230384	-4.624371
2066.891	1.221817	-4.620085
2067.686	1.228545	-4.614865
2068.482	1.224302	-4.618181
2069.278	1.217589	-4.616381
2070.073	1.21574	-4.612272
2070.869	1.209528	-4.612522
2071.665	1.197233	-4.612425
2072.46	1.19405	-4.599552
2073.256	1.190377	-4.597797
2074.052	1.18749	-4.600372
2074.847	1.189628	-4.594502
2075.643	1.190049	-4.584143
2076.438	1.186203	-4.587167
2077.234	1.192413	-4.583005
2078.03	1.193839	-4.582222
2078.825	1.192527	-4.589409
2079.621	1.194149	-4.590986
2080.417	1.186682	-4.581114
2081.212	1.178517	-4.584976
2082.008	1.17604	-4.5826
2082.804	1.172075	-4.569305
2083.599	1.163183	-4.562706
2084.395	1.158488	-4.558779
2085.191	1.152473	-4.546781
2085.986	1.145972	-4.540745
2086.782	1.144927	-4.526363
2087.578	1.150235	-4.518242
2088.373	1.16037	-4.513831
2089.169	1.160916	-4.503232
2089.964	1.161056	-4.500427
2090.76	1.167639	-4.502382
2091.556	1.164955	-4.487261
2092.351	1.16864	-4.473753
2093.147	1.16865	-4.475558
2093.943	1.173322	-4.474658
2094.738	1.17446	-4.470471
2095.534	1.179065	-4.467127
2096.33	1.172682	-4.461476
2097.125	1.177526	-4.451376
2097.921	1.191465	-4.44523
2098.717	1.194087	-4.433285
2099.512	1.188071	-4.429217
2100.308	1.201822	-4.426017
2101.104	1.201467	-4.425821
2101.899	1.190887	-4.423822
2102.695	1.201316	-4.423931
2103.49	1.204254	-4.415936
2104.286	1.204318	-4.409159
2105.082	1.210892	-4.402975
2105.877	1.227848	-4.402015
2106.673	1.231248	-4.39852
2107.469	1.243236	-4.390194
2108.264	1.249098	-4.390078
2109.06	1.247296	-4.392079
2109.856	1.261922	-4.385798
2110.651	1.26717	-4.383788
2111.447	1.26569	-4.390807
2112.243	1.279198	-4.392994
2113.038	1.277282	-4.3916
2113.834	1.283097	-4.397178
2114.63	1.293874	-4.401083
2115.425	1.293687	-4.399527
2116.221	1.306913	-4.402561
2117.016	1.314734	-4.3998
2117.812	1.318112	-4.400083
2118.608	1.326649	-4.40527
2119.403	1.333972	-4.407629
2120.199	1.339354	-4.413519
2120.995	1.340686	-4.42631
2121.79	1.34692	-4.441923
2122.586	1.346566	-4.454252
2123.382	1.34592	-4.465246
2124.177	1.338562	-4.481228
2124.973	1.325851	-4.497901
2125.769	1.300398	-4.502852
2126.564	1.272686	-4.494006
2127.36	1.251225	-4.476293
2128.156	1.25271	-4.447873
2128.951	1.25943	-4.429203
2129.747	1.270966	-4.419858
2130.542	1.284518	-4.421297
2131.338	1.289691	-4.417778
2132.134	1.300358	-4.418079
2132.929	1.307797	-4.417265
2133.725	1.309894	-4.417109
2134.521	1.307421	-4.424422
2135.316	1.308559	-4.424245
2136.112	1.311438	-4.429424
